Record_ID,Date,Model,Region,Units_Sold,Price,Revenue,Cost,Profit
1030,2024-06-15,Mercedes GLC,East,6,50000,300000.0,210702.12,89297.88
1031,2024-06-16,Mercedes GLS,North,2,87600,175200.0,120619.32,54580.68
1032,2024-06-16,Mercedes GLE,West,5,75400,377000.0,261536.28,115463.72
1033,2024-06-17,Mercedes GLC,East,3,50100,150300.0,108775.24,41524.76
1034,2024-06-17,Mercedes E-Class,North,4,71900,287600.0,203143.42,84456.58
1035,2024-06-18,Mercedes E-Class,West,5,69800,349000.0,254102.54,94897.46
1036,2024-06-18,Mercedes G-Class,South,2,152500,305000.0,197134.99,107865.01
1037,2024-06-20,Mercedes GLC,East,8,55000,440000.0,309906.89,130093.11
1038,2024-06-20,Mercedes C-Class,North,4,52900,211600.0,151747.17,59852.83
1039,2024-06-20,Mercedes A-Class,North,7,41200,288400.0,211817.08,76582.92
1040,2024-06-21,Mercedes A-Class,North,7,36400,254800.0,189984.54,64815.46
1041,2024-06-21,Mercedes GLC,West,3,57700,173100.0,123530.7,49569.3
1042,2024-06-22,Mercedes C-Class,North,8,53200,425600.0,309469.66,116130.34
1043,2024-06-22,Mercedes E-Class,West,6,69800,418800.0,292330.96,126469.04
1044,2024-06-23,Mercedes E-Class,South,2,68100,136200.0,96451.82,39748.18
1045,2024-06-24,Mercedes GLC,East,7,54100,378700.0,268893.98,109806.02
1046,2024-06-24,Mercedes G-Class,South,1,165300,165300.0,107938.49,57361.51
1047,2024-06-25,Mercedes GLE,East,5,71800,359000.0,255724.12,103275.88
1048,2024-06-25,Mercedes GLC,North,9,51700,465300.0,338241.47,127058.53
1049,2024-06-25,Mercedes E-Class,South,2,72700,145400.0,102907.19,42492.81
1050,2024-06-26,Mercedes A-Class,West,8,36700,293600.0,219527.12,74072.88
1051,2024-06-28,Mercedes GLE,North,4,74000,296000.0,204325.56,91674.44
1052,2024-06-28,Mercedes C-Class,South,3,46300,138900.0,102406.73,36493.27
1053,2024-06-28,Mercedes C-Class,West,7,51100,357700.0,265852.55,91847.45
1054,2024-06-28,Mercedes A-Class,South,4,34500,138000.0,103610.1,34389.9
1055,2024-06-30,Mercedes GLE,East,4,74300,297200.0,209112.01,88087.99
1056,2024-06-30,Mercedes C-Class,West,4,51700,206800.0,148738.11,58061.89
1057,2024-06-30,Mercedes E-Class,South,8,61200,489600.0,346634.34,142965.66
1058,2024-07-01,Mercedes E-Class,East,4,64800,259200.0,182441.92,76758.08
1059,2024-07-02,Mercedes A-Class,South,2,34500,69000.0,52200.26,16799.74
1060,2024-07-03,Mercedes GLC,South,9,51900,467100.0,331556.83,135543.17
1061,2024-07-04,Mercedes GLE,South,1,72000,72000.0,50760.5,21239.5
1062,2024-07-04,Mercedes GLE,West,6,74000,444000.0,311831.86,132168.14
1063,2024-07-05,Mercedes E-Class,West,5,68600,343000.0,243790.18,99209.82
1064,2024-07-05,Mercedes E-Class,South,4,62900,251600.0,179393.25,72206.75
1065,2024-07-06,Mercedes E-Class,South,3,70500,211500.0,147687.46,63812.54
1066,2024-07-06,Mercedes GLC,West,3,58300,174900.0,122965.38,51934.62
1067,2024-07-07,Mercedes GLC,North,6,56400,338400.0,241423.15,96976.85
1068,2024-07-08,Mercedes C-Class,East,6,48400,290400.0,209849.4,80550.6
1069,2024-07-09,Mercedes GLE,East,3,62700,188100.0,130348.39,57751.61
1070,2024-07-09,Mercedes C-Class,East,7,54800,383600.0,284339.27,99260.73
1071,2024-07-09,Mercedes E-Class,North,4,69100,276400.0,200628.48,75771.52
1072,2024-07-09,Mercedes C-Class,North,8,47600,380800.0,270783.78,110016.22
1073,2024-07-10,Mercedes C-Class,East,4,46500,186000.0,133863.89,52136.11
1074,2024-07-10,Mercedes GLC,West,7,51400,359800.0,262552.2,97247.8
1075,2024-07-12,Mercedes G-Class,East,1,169100,169100.0,111483.22,57616.78
1076,2024-07-12,Mercedes E-Class,East,4,65000,260000.0,182177.71,77822.29
1077,2024-07-13,Mercedes S-Class,South,1,125400,125400.0,85055.24,40344.76
1078,2024-07-13,Mercedes GLE,North,1,74500,74500.0,52747.64,21752.36
1079,2024-07-13,Mercedes GLE,North,5,74100,370500.0,260922.36,109577.64
1080,2024-07-13,Mercedes E-Class,East,1,61000,61000.0,44044.89,16955.11
1081,2024-07-13,Mercedes C-Class,West,6,45400,272400.0,196399.87,76000.13
1082,2024-07-15,Mercedes C-Class,West,5,46000,230000.0,166616.01,63383.99
1083,2024-07-15,Mercedes GLS,West,2,83800,167600.0,118513.17,49086.83
1084,2024-07-16,Mercedes GLC,South,6,55100,330600.0,237526.08,93073.92
1085,2024-07-16,Mercedes A-Class,East,4,38300,153200.0,114580.48,38619.52
1086,2024-07-16,Mercedes S-Class,West,6,127300,763800.0,512670.71,251129.29
1087,2024-07-16,Mercedes GLS,North,1,94600,94600.0,67723.5,26876.5
1088,2024-07-17,Mercedes E-Class,North,5,63700,318500.0,229201.11,89298.89
1089,2024-07-17,Mercedes GLC,East,3,58400,175200.0,123763.69,51436.31
1090,2024-07-19,Mercedes C-Class,North,4,51100,204400.0,147097.33,57302.67
1091,2024-07-19,Mercedes GLC,South,6,54200,325200.0,239570.44,85629.56
1092,2024-07-19,Mercedes G-Class,North,1,167300,167300.0,109435.13,57864.87
1093,2024-07-19,Mercedes C-Class,North,6,51400,308400.0,223846.69,84553.31
1094,2024-07-19,Mercedes E-Class,North,2,63200,126400.0,87875.73,38524.27
1095,2024-07-20,Mercedes C-Class,South,7,45700,319900.0,233337.55,86562.45
1096,2024-07-20,Mercedes A-Class,West,5,41200,206000.0,152863.93,53136.07
1097,2024-07-22,Mercedes A-Class,West,7,41600,291200.0,213715.6,77484.4
1098,2024-07-22,Mercedes GLE,South,3,72300,216900.0,157174.01,59725.99
1099,2024-07-22,Mercedes C-Class,North,7,52800,369600.0,269661.54,99938.46
1100,2024-07-23,Mercedes E-Class,North,5,62900,314500.0,218056.56,96443.44
1101,2024-07-23,Mercedes GLS,North,3,98400,295200.0,207022.7,88177.3
1102,2024-07-23,Mercedes GLE,South,5,71200,356000.0,254404.4,101595.6
1103,2024-07-24,Mercedes GLC,South,6,53600,321600.0,235514.4,86085.6
1104,2024-07-24,Mercedes E-Class,South,7,63700,445900.0,309694.47,136205.53
1105,2024-07-24,Mercedes A-Class,East,2,35200,70400.0,51597.72,18802.28
1106,2024-07-24,Mercedes GLE,West,6,74600,447600.0,320632.78,126967.22
1107,2024-07-24,Mercedes C-Class,West,7,53000,371000.0,264583.36,106416.64
1108,2024-07-25,Mercedes S-Class,North,2,136000,272000.0,180613.6,91386.4
1109,2024-07-25,Mercedes C-Class,West,5,48500,242500.0,180757.15,61742.85
1110,2024-07-26,Mercedes GLS,East,1,80700,80700.0,56072.07,24627.93
1111,2024-07-26,Mercedes GLC,West,1,53400,53400.0,38845.32,14554.68
1112,2024-07-26,Mercedes GLS,West,4,89300,357200.0,244013.82,113186.18
1113,2024-07-26,Mercedes C-Class,North,7,55400,387800.0,280629.41,107170.59
1114,2024-07-27,Mercedes A-Class,East,4,35800,143200.0,103890.23,39309.77
1115,2024-07-27,Mercedes GLS,North,2,99600,199200.0,142661.3,56538.7
1116,2024-07-29,Mercedes C-Class,South,6,47300,283800.0,203619.75,80180.25
1117,2024-07-29,Mercedes C-Class,North,5,48000,240000.0,176196.69,63803.31
1118,2024-07-29,Mercedes C-Class,West,8,55600,444800.0,326262.2,118537.8
1119,2024-07-29,Mercedes E-Class,East,7,70300,492100.0,357336.48,134763.52
1120,2024-07-30,Mercedes S-Class,East,4,122400,489600.0,333900.59,155699.41
1121,2024-07-30,Mercedes A-Class,East,3,36100,108300.0,79597.47,28702.53
1122,2024-07-31,Mercedes E-Class,East,6,62600,375600.0,270492.36,105107.64
1123,2024-07-31,Mercedes G-Class,North,1,152500,152500.0,101355.75,51144.25
1124,2024-08-01,Mercedes GLS,South,3,86000,258000.0,185639.89,72360.11
1125,2024-08-02,Mercedes E-Class,South,5,65800,329000.0,227699.13,101300.87
1126,2024-08-02,Mercedes S-Class,South,1,115600,115600.0,78686.0,36914.0
1127,2024-08-02,Mercedes GLE,North,4,67200,268800.0,191097.45,77702.55
1128,2024-08-03,Mercedes E-Class,North,5,74200,371000.0,262985.78,108014.22
1129,2024-08-03,Mercedes A-Class,West,6,35700,214200.0,155272.11,58927.89
1130,2024-08-03,Mercedes GLE,North,3,64300,192900.0,138234.85,54665.15
1131,2024-08-03,Mercedes A-Class,North,1,40300,40300.0,29919.93,10380.07
1132,2024-08-04,Mercedes S-Class,East,6,136100,816600.0,547141.77,269458.23
1133,2024-08-04,Mercedes GLC,North,7,53300,373100.0,263716.15,109383.85
1134,2024-08-04,Mercedes GLC,North,8,50200,401600.0,283823.49,117776.51
1135,2024-08-05,Mercedes E-Class,South,6,64800,388800.0,268709.74,120090.26
1136,2024-08-05,Mercedes E-Class,South,6,61700,370200.0,260243.87,109956.13
1137,2024-08-06,Mercedes A-Class,East,6,40200,241200.0,180325.71,60874.29
1138,2024-08-06,Mercedes C-Class,West,7,52100,364700.0,263292.2,101407.8
1139,2024-08-06,Mercedes GLC,East,6,48200,289200.0,202493.76,86706.24
1140,2024-08-07,Mercedes C-Class,South,7,47400,331800.0,238908.61,92891.39
1141,2024-08-08,Mercedes C-Class,South,9,47600,428400.0,309919.08,118480.92
1142,2024-08-08,Mercedes GLS,West,1,89200,89200.0,60850.62,28349.38
1143,2024-08-10,Mercedes A-Class,South,5,34600,173000.0,130540.61,42459.39
1144,2024-08-10,Mercedes GLC,South,8,52800,422400.0,297859.32,124540.68
1145,2024-08-12,Mercedes E-Class,North,2,66300,132600.0,92792.16,39807.84
1146,2024-08-12,Mercedes GLE,South,3,73300,219900.0,154264.06,65635.94
1147,2024-08-12,Mercedes GLS,North,1,81500,81500.0,58457.7,23042.3
1148,2024-08-12,Mercedes GLE,North,3,73700,221100.0,156280.24,64819.76
1149,2024-08-13,Mercedes C-Class,South,8,53500,428000.0,304690.1,123309.9
1150,2024-08-13,Mercedes GLC,South,7,56800,397600.0,289517.17,108082.83
1151,2024-08-14,Mercedes E-Class,North,1,61100,61100.0,42842.64,18257.36
1152,2024-08-14,Mercedes C-Class,North,6,46900,281400.0,204941.61,76458.39
1153,2024-08-14,Mercedes E-Class,South,3,73900,221700.0,156953.14,64746.86
1154,2024-08-14,Mercedes E-Class,East,4,63100,252400.0,182534.24,69865.76
1155,2024-08-15,Mercedes C-Class,South,7,46600,326200.0,238370.82,87829.18
1156,2024-08-16,Mercedes C-Class,West,3,45500,136500.0,100703.17,35796.83
1157,2024-08-16,Mercedes GLC,North,6,55500,333000.0,241948.75,91051.25
1158,2024-08-16,Mercedes GLE,North,3,69900,209700.0,149306.66,60393.34
1159,2024-08-17,Mercedes GLE,East,1,76300,76300.0,55245.36,21054.64
1160,2024-08-17,Mercedes GLC,East,5,57600,288000.0,212090.73,75909.27
1161,2024-08-18,Mercedes GLE,East,2,62600,125200.0,90016.87,35183.13
1162,2024-08-19,Mercedes A-Class,East,6,41200,247200.0,179918.64,67281.36
1163,2024-08-19,Mercedes GLE,West,5,65600,328000.0,227672.02,100327.98
1164,2024-08-20,Mercedes C-Class,South,6,49600,297600.0,220571.23,77028.77
1165,2024-08-20,Mercedes G-Class,North,2,158500,317000.0,214752.5,102247.5
1166,2024-08-20,Mercedes GLS,North,5,93300,466500.0,334055.7,132444.3
1167,2024-08-21,Mercedes C-Class,North,6,52300,313800.0,228951.27,84848.73
1168,2024-08-21,Mercedes C-Class,East,8,52800,422400.0,315934.28,106465.72
1169,2024-08-22,Mercedes E-Class,North,4,64300,257200.0,187606.7,69593.3
1170,2024-08-23,Mercedes E-Class,West,5,60800,304000.0,217908.16,86091.84
1171,2024-08-23,Mercedes GLC,East,4,49400,197600.0,145413.26,52186.74
1172,2024-08-24,Mercedes A-Class,South,6,38900,233400.0,177110.88,56289.12
1173,2024-08-25,Mercedes A-Class,North,4,36700,146800.0,106383.08,40416.92
1174,2024-08-26,Mercedes C-Class,South,5,46400,232000.0,173523.92,58476.08
1175,2024-08-26,Mercedes C-Class,South,7,45200,316400.0,232149.91,84250.09
1176,2024-08-26,Mercedes C-Class,East,5,54200,271000.0,192666.68,78333.32
1177,2024-08-27,Mercedes C-Class,East,7,46800,327600.0,239778.81,87821.19
1178,2024-08-27,Mercedes GLC,West,8,59500,476000.0,350605.78,125394.22
1179,2024-08-28,Mercedes GLE,South,7,70900,496300.0,346255.41,150044.59
1180,2024-08-28,Mercedes C-Class,North,4,48400,193600.0,142122.7,51477.3
1181,2024-08-28,Mercedes GLS,West,5,88400,442000.0,316004.3,125995.7
1182,2024-08-28,Mercedes A-Class,South,4,35300,141200.0,103246.1,37953.9
1183,2024-08-28,Mercedes A-Class,North,5,36700,183500.0,135016.37,48483.63
1184,2024-08-30,Mercedes A-Class,South,2,35600,71200.0,52334.13,18865.87
1185,2024-08-31,Mercedes S-Class,South,5,119100,595500.0,401349.76,194150.24
1186,2024-09-01,Mercedes C-Class,West,7,53500,374500.0,276454.42,98045.58
1187,2024-09-01,Mercedes GLE,East,8,68300,546400.0,395012.88,151387.12
1188,2024-09-03,Mercedes C-Class,West,5,54300,271500.0,198278.22,73221.78
1189,2024-09-03,Mercedes C-Class,North,8,51200,409600.0,292574.01,117025.99
1190,2024-09-03,Mercedes GLS,East,5,86600,433000.0,295959.01,137040.99
1191,2024-09-03,Mercedes A-Class,North,6,36900,221400.0,164229.45,57170.55
1192,2024-09-03,Mercedes GLC,North,3,56400,169200.0,124985.69,44214.31
1193,2024-09-03,Mercedes GLC,East,4,57900,231600.0,163543.66,68056.34
1194,2024-09-05,Mercedes GLS,East,2,98600,197200.0,134913.09,62286.91
1195,2024-09-05,Mercedes GLC,South,5,51200,256000.0,184649.63,71350.37
1196,2024-09-06,Mercedes GLC,North,5,58100,290500.0,208117.22,82382.78
1197,2024-09-07,Mercedes A-Class,West,4,35800,143200.0,107744.65,35455.35
1198,2024-09-08,Mercedes E-Class,West,3,67400,202200.0,144149.81,58050.19
1199,2024-09-08,Mercedes C-Class,West,5,48000,240000.0,177100.49,62899.51
1200,2024-09-09,Mercedes GLS,East,2,84100,168200.0,117011.7,51188.3
1201,2024-09-09,Mercedes S-Class,North,1,130200,130200.0,87918.4,42281.6
1202,2024-09-09,Mercedes S-Class,North,1,131700,131700.0,90896.97,40803.03
1203,2024-09-10,Mercedes A-Class,West,5,39200,196000.0,141411.74,54588.26
1204,2024-09-10,Mercedes S-Class,East,3,127100,381300.0,256194.46,125105.54
1205,2024-09-10,Mercedes C-Class,South,5,54200,271000.0,197433.82,73566.18
1206,2024-09-12,Mercedes C-Class,West,4,55500,222000.0,157756.16,64243.84
1207,2024-09-12,Mercedes GLC,South,7,51700,361900.0,265531.05,96368.95
1208,2024-09-12,Mercedes C-Class,East,7,54700,382900.0,276644.63,106255.37
1209,2024-09-12,Mercedes E-Class,North,5,60500,302500.0,216595.11,85904.89
1210,2024-09-14,Mercedes A-Class,East,6,34700,208200.0,151970.93,56229.07
1211,2024-09-14,Mercedes C-Class,North,7,53000,371000.0,271775.4,99224.6
1212,2024-09-14,Mercedes A-Class,West,8,37700,301600.0,219126.81,82473.19
1213,2024-09-15,Mercedes C-Class,North,8,45100,360800.0,261878.63,98921.37
1214,2024-09-15,Mercedes GLS,North,3,96500,289500.0,206540.01,82959.99
1215,2024-09-15,Mercedes E-Class,East,4,73400,293600.0,209188.03,84411.97
1216,2024-09-15,Mercedes G-Class,North,3,141000,423000.0,284502.59,138497.41
1217,2024-09-15,Mercedes A-Class,South,6,34800,208800.0,156073.48,52726.52
1218,2024-09-17,Mercedes GLS,South,4,96400,385600.0,272388.35,113211.65
1219,2024-09-17,Mercedes C-Class,West,4,52800,211200.0,155944.74,55255.26
1220,2024-09-18,Mercedes GLC,East,7,56300,394100.0,288602.58,105497.42
1221,2024-09-18,Mercedes C-Class,South,3,49400,148200.0,108908.7,39291.3
1222,2024-09-18,Mercedes GLS,North,5,82000,410000.0,290639.83,119360.17
1223,2024-09-19,Mercedes S-Class,North,2,129700,259400.0,174824.19,84575.81
1224,2024-09-20,Mercedes GLE,South,5,65400,327000.0,234161.27,92838.73
1225,2024-09-21,Mercedes A-Class,East,4,40600,162400.0,117560.01,44839.99
1226,2024-09-21,Mercedes A-Class,South,4,41600,166400.0,122876.11,43523.89
1227,2024-09-23,Mercedes E-Class,East,2,70800,141600.0,101928.24,39671.76
1228,2024-09-23,Mercedes E-Class,West,4,70600,282400.0,199531.07,82868.93
1229,2024-09-23,Mercedes S-Class,South,2,126100,252200.0,170259.17,81940.83
1230,2024-09-24,Mercedes GLE,East,6,71000,426000.0,297218.95,128781.05
1231,2024-09-24,Mercedes A-Class,South,4,34100,136400.0,100153.88,36246.12
1232,2024-09-25,Mercedes E-Class,West,7,62800,439600.0,306871.15,132728.85
1233,2024-09-25,Mercedes A-Class,North,8,38400,307200.0,222255.12,84944.88
1234,2024-09-26,Mercedes GLS,South,4,84100,336400.0,240575.53,95824.47
1235,2024-09-27,Mercedes C-Class,North,8,50700,405600.0,292085.76,113514.24
1236,2024-09-27,Mercedes GLC,West,8,57300,458400.0,335954.73,122445.27
1237,2024-09-27,Mercedes GLS,East,2,98100,196200.0,138152.37,58047.63
1238,2024-09-28,Mercedes GLS,East,2,91000,182000.0,130983.63,51016.37
1239,2024-09-28,Mercedes GLC,West,7,56300,394100.0,285938.65,108161.35
1240,2024-09-28,Mercedes GLC,North,6,51900,311400.0,220479.56,90920.44
1241,2024-10-01,Mercedes A-Class,South,5,36800,184000.0,136733.48,47266.52
1242,2024-10-01,Mercedes GLE,North,5,72200,361000.0,253228.03,107771.97
1243,2024-10-01,Mercedes C-Class,North,7,51500,360500.0,260351.84,100148.16
1244,2024-10-01,Mercedes C-Class,North,6,50700,304200.0,225193.74,79006.26
1245,2024-10-02,Mercedes GLC,East,6,53100,318600.0,231496.13,87103.87
1246,2024-10-02,Mercedes S-Class,South,2,136100,272200.0,182265.52,89934.48
1247,2024-10-03,Mercedes C-Class,West,6,52000,312000.0,221578.82,90421.18
1248,2024-10-03,Mercedes G-Class,North,4,148600,594400.0,385683.0,208717.0
1249,2024-10-03,Mercedes A-Class,North,5,41100,205500.0,148469.66,57030.34
1250,2024-10-03,Mercedes E-Class,North,5,74300,371500.0,264907.98,106592.02
1251,2024-10-04,Mercedes E-Class,South,8,70000,560000.0,397759.54,162240.46
1252,2024-10-04,Mercedes GLC,West,4,52500,210000.0,152730.49,57269.51
1253,2024-10-04,Mercedes GLS,East,1,99100,99100.0,70350.19,28749.81
1254,2024-10-04,Mercedes G-Class,East,1,143700,143700.0,96717.54,46982.46
1255,2024-10-05,Mercedes C-Class,South,6,46200,277200.0,204643.42,72556.58
1256,2024-10-06,Mercedes E-Class,East,6,72900,437400.0,315006.14,122393.86
1257,2024-10-07,Mercedes G-Class,South,1,172500,172500.0,114941.35,57558.65
1258,2024-10-08,Mercedes GLC,East,3,54700,164100.0,114992.87,49107.13
1259,2024-10-08,Mercedes C-Class,North,7,49600,347200.0,249278.83,97921.17
1260,2024-10-09,Mercedes C-Class,West,5,46700,233500.0,166422.79,67077.21
1261,2024-10-09,Mercedes GLC,South,6,48200,289200.0,209859.98,79340.02
1262,2024-10-10,Mercedes GLC,North,8,51600,412800.0,304126.3,108673.7
1263,2024-10-10,Mercedes E-Class,South,9,60200,541800.0,384665.99,157134.01
1264,2024-10-11,Mercedes GLE,West,7,77200,540400.0,388423.83,151976.17
1265,2024-10-11,Mercedes C-Class,South,7,54700,382900.0,272377.93,110522.07
1266,2024-10-11,Mercedes GLC,West,6,51300,307800.0,215764.33,92035.67
1267,2024-10-12,Mercedes GLC,West,9,54300,488700.0,357459.78,131240.22
1268,2024-10-12,Mercedes GLC,West,13,52000,676000.0,479739.11,196260.89
1269,2024-10-12,Mercedes S-Class,West,6,119800,718800.0,490456.51,228343.49
1270,2024-10-12,Mercedes G-Class,West,2,157600,315200.0,208441.87,106758.13
1271,2024-10-13,Mercedes E-Class,East,5,69000,345000.0,251532.35,93467.65
1272,2024-10-13,Mercedes GLC,West,5,49200,246000.0,174412.28,71587.72
1273,2024-10-14,Mercedes GLS,South,5,85200,426000.0,304810.35,121189.65
1274,2024-10-14,Mercedes E-Class,North,4,69300,277200.0,197556.47,79643.53
1275,2024-10-14,Mercedes GLE,West,5,75800,379000.0,263458.45,115541.55
1276,2024-10-15,Mercedes GLC,North,10,56800,568000.0,400571.01,167428.99
1277,2024-10-15,Mercedes GLC,East,3,50900,152700.0,107638.36,45061.64
1278,2024-10-15,Mercedes GLS,East,4,91500,366000.0,252348.28,113651.72
1279,2024-10-15,Mercedes A-Class,South,5,39300,196500.0,142486.53,54013.47
1280,2024-10-16,Mercedes A-Class,East,6,41300,247800.0,182262.84,65537.16
1281,2024-10-16,Mercedes G-Class,North,3,151300,453900.0,304221.27,149678.73
1282,2024-10-17,Mercedes GLS,East,6,98300,589800.0,409809.67,179990.33
1283,2024-10-17,Mercedes GLS,East,4,86200,344800.0,248212.54,96587.46
1284,2024-10-17,Mercedes GLE,South,7,65200,456400.0,315770.23,140629.77
1285,2024-10-18,Mercedes A-Class,East,4,41300,165200.0,122664.28,42535.72
1286,2024-10-20,Mercedes GLE,North,3,67500,202500.0,139853.58,62646.42
1287,2024-10-20,Mercedes A-Class,North,6,40100,240600.0,181278.05,59321.95
1288,2024-10-21,Mercedes C-Class,South,9,50100,450900.0,328113.79,122786.21
1289,2024-10-21,Mercedes GLS,North,2,90100,180200.0,125308.65,54891.35
1290,2024-10-21,Mercedes C-Class,West,7,53100,371700.0,275107.35,96592.65
1291,2024-10-21,Mercedes C-Class,North,6,53600,321600.0,235697.75,85902.25
1292,2024-10-22,Mercedes E-Class,West,6,70500,423000.0,302520.67,120479.33
1293,2024-10-23,Mercedes GLS,South,2,96600,193200.0,133986.17,59213.83
1294,2024-10-23,Mercedes A-Class,West,5,36900,184500.0,135993.65,48506.35
1295,2024-10-23,Mercedes A-Class,North,6,40900,245400.0,177551.97,67848.03
1296,2024-10-24,Mercedes GLC,South,8,49400,395200.0,289680.45,105519.55
1297,2024-10-24,Mercedes E-Class,West,4,69100,276400.0,199181.67,77218.33
1298,2024-10-24,Mercedes S-Class,West,2,121400,242800.0,167830.46,74969.54
1299,2024-10-24,Mercedes C-Class,North,6,46900,281400.0,204320.48,77079.52
1300,2024-10-25,Mercedes C-Class,South,8,53400,427200.0,305257.24,121942.76
1301,2024-10-25,Mercedes GLE,East,2,71000,142000.0,98297.28,43702.72
1302,2024-10-26,Mercedes S-Class,East,2,136100,272200.0,184141.59,88058.41
1303,2024-10-26,Mercedes C-Class,West,8,50000,400000.0,296698.26,103301.74
1304,2024-10-27,Mercedes E-Class,East,4,65700,262800.0,186646.35,76153.65
1305,2024-10-27,Mercedes GLS,South,5,97300,486500.0,348092.44,138407.56
1306,2024-10-27,Mercedes GLE,East,7,69300,485100.0,341538.36,143561.64
1307,2024-10-28,Mercedes A-Class,South,7,40900,286300.0,211486.3,74813.7
1308,2024-10-28,Mercedes C-Class,East,8,47000,376000.0,277688.04,98311.96
1309,2024-10-29,Mercedes GLC,North,7,48400,338800.0,246074.07,92725.93
1310,2024-10-29,Mercedes GLE,East,6,71400,428400.0,305322.01,123077.99
1311,2024-10-29,Mercedes A-Class,West,6,37300,223800.0,161535.57,62264.43
1312,2024-10-29,Mercedes GLC,North,8,54800,438400.0,321419.76,116980.24
1313,2024-10-30,Mercedes C-Class,West,6,48500,291000.0,209775.57,81224.43
1314,2024-10-30,Mercedes GLC,South,11,53800,591800.0,430022.13,161777.87
1315,2024-10-30,Mercedes E-Class,North,3,65600,196800.0,136947.22,59852.78
1316,2024-10-30,Mercedes GLC,North,7,56300,394100.0,290217.54,103882.46
1317,2024-10-31,Mercedes C-Class,East,6,50500,303000.0,217806.06,85193.94
1318,2024-10-31,Mercedes E-Class,West,3,66800,200400.0,138495.24,61904.76
1319,2024-10-31,Mercedes GLE,East,6,64500,387000.0,272221.02,114778.98
1320,2024-11-01,Mercedes GLS,North,5,98700,493500.0,349815.08,143684.92
1321,2024-11-02,Mercedes C-Class,North,3,55100,165300.0,118826.68,46473.32
1322,2024-11-02,Mercedes C-Class,West,5,49600,248000.0,185351.47,62648.53
1323,2024-11-03,Mercedes A-Class,East,4,40500,162000.0,121427.26,40572.74
1324,2024-11-04,Mercedes C-Class,North,9,47400,426600.0,312569.3,114030.7
1325,2024-11-04,Mercedes E-Class,North,8,61500,492000.0,353827.85,138172.15
1326,2024-11-05,Mercedes GLS,South,1,88800,88800.0,62696.48,26103.52
1327,2024-11-05,Mercedes GLC,South,9,53400,480600.0,347589.73,133010.27
1328,2024-11-06,Mercedes E-Class,South,3,61400,184200.0,132096.3,52103.7
1329,2024-11-06,Mercedes GLC,North,7,51600,361200.0,263284.21,97915.79
1330,2024-11-06,Mercedes A-Class,West,2,35000,70000.0,50459.13,19540.87
1331,2024-11-07,Mercedes A-Class,North,7,38500,269500.0,200226.41,69273.59
1332,2024-11-08,Mercedes C-Class,West,9,55800,502200.0,376390.57,125809.43
1333,2024-11-09,Mercedes E-Class,South,9,74100,666900.0,464924.48,201975.52
1334,2024-11-09,Mercedes GLE,North,7,73000,511000.0,358079.86,152920.14
1335,2024-11-09,Mercedes GLC,West,5,57700,288500.0,206288.02,82211.98
1336,2024-11-09,Mercedes A-Class,West,6,36700,220200.0,166626.91,53573.09
1337,2024-11-09,Mercedes A-Class,South,5,41200,206000.0,149640.98,56359.02
1338,2024-11-09,Mercedes A-Class,East,1,41000,41000.0,31010.56,9989.44
1339,2024-11-10,Mercedes G-Class,North,1,170400,170400.0,115014.48,55385.52
1340,2024-11-10,Mercedes C-Class,South,5,47300,236500.0,172865.1,63634.9
1341,2024-11-11,Mercedes GLE,East,7,64100,448700.0,315926.06,132773.94
1342,2024-11-11,Mercedes GLE,North,3,76400,229200.0,159448.33,69751.67
1343,2024-11-12,Mercedes E-Class,East,4,72600,290400.0,210229.04,80170.96
1344,2024-11-13,Mercedes A-Class,South,7,36600,256200.0,188682.54,67517.46
1345,2024-11-13,Mercedes A-Class,North,8,40400,323200.0,239417.93,83782.07
1346,2024-11-13,Mercedes GLC,West,6,49800,298800.0,220328.34,78471.66
1347,2024-11-13,Mercedes GLC,West,6,58900,353400.0,258220.08,95179.92
1348,2024-11-14,Mercedes C-Class,East,8,50400,403200.0,298277.53,104922.47
1349,2024-11-14,Mercedes GLC,North,7,54200,379400.0,274685.06,104714.94
1350,2024-11-14,Mercedes E-Class,North,4,69500,278000.0,199986.9,78013.1
1351,2024-11-15,Mercedes A-Class,South,9,34200,307800.0,223717.97,84082.03
1352,2024-11-15,Mercedes GLC,North,7,57200,400400.0,290789.55,109610.45
1353,2024-11-16,Mercedes C-Class,South,6,45900,275400.0,203657.69,71742.31
1354,2024-11-17,Mercedes S-Class,West,3,134800,404400.0,280326.22,124073.78
1355,2024-11-17,Mercedes E-Class,West,7,66900,468300.0,324176.41,144123.59
1356,2024-11-18,Mercedes E-Class,West,6,69800,418800.0,303570.23,115229.77
1357,2024-11-18,Mercedes GLE,East,3,73800,221400.0,153251.41,68148.59
1358,2024-11-18,Mercedes A-Class,North,5,34200,171000.0,123566.78,47433.22
1359,2024-11-19,Mercedes GLE,South,4,70100,280400.0,199192.95,81207.05
1360,2024-11-20,Mercedes C-Class,West,5,46100,230500.0,166826.27,63673.73
1361,2024-11-20,Mercedes GLE,East,3,76000,228000.0,158726.79,69273.21
1362,2024-11-21,Mercedes GLE,North,2,74700,149400.0,104134.76,45265.24
1363,2024-11-21,Mercedes A-Class,North,7,37400,261800.0,194908.11,66891.89
1364,2024-11-21,Mercedes E-Class,South,7,65100,455700.0,330701.98,124998.02
